COD_MUNIC7_tbProjPopTCU;COD_REG;COD_UF_tbProjPopTCU;COD_MUNIC_tbProjPopTCU;POPULACAO_ESTIMADA _tbProjPopTCU;AREA_MUN;DENSIDADE_POP;capital_tbMunLatLong;latitude_tbMunLatLong;longitude_tbMunLatLong;CENTRAL_DE_ABASTECIMENTO;CENTRAL_DE_GESTAO_EM_SAUDE;CENTRAL_DE_NOTIFICACAO_CAPTACAO_E_DISTRIB_DE_ORGAOS_ESTADUAL;CENTRAL_DE_REGULACAO_DE_SERVICOS_DE_SAUDE;CENTRAL_DE_REGULACAO_DO_ACESSO;CENTRAL_DE_REGULACAO_MEDICA_DAS_URGENCIAS;CENTRO_DE_APOIO_A_SAUDE_DA_FAMILIA;CENTRO_DE_ATENCAO_HEMOTERAPIA_E_OU_HEMATOLOGICA;CENTRO_DE_ATENCAO_PSICOSSOCIAL;CENTRO_DE_IMUNIZACAO;CENTRO_DE_PARTO_NORMAL_-_ISOLADO;CENTRO_DE_SAUDE_UNIDADE_BASICA;CLINICA_CENTRO_DE_ESPECIALIDADE;CONSULTORIO_ISOLADO;COOPERATIVA_OU_EMPRESA_DE_CESSAO_DE_TRABALHADORES_NA_SAUDE;FARMACIA;HOSPITAL_ESPECIALIZADO;HOSPITAL_GERAL;HOSPITAL_DIA_-_ISOLADO;LABORATORIO_CENTRAL_DE_SAUDE_PUBLICA_LACEN;LABORATORIO_DE_SAUDE_PUBLICA;OFICINA_ORTOPEDICA;POLICLINICA;POLO_ACADEMIA_DA_SAUDE;POLO_DE_PREVENCAO_DE_DOENCAS_E_AGRAVOS_E_PROMOCAO_DA_SAUDE;POSTO_DE_SAUDE;PRONTO_ATENDIMENTO;PRONTO_SOCORRO_ESPECIALIZADO;PRONTO_SOCORRO_GERAL;SERVICO_DE_ATENCAO_DOMICILIAR_ISOLADO_HOMECARE;TELESSAUDE;UNIDADE_DE_APOIO_DIAGNOSE_E_TERAPIA_ISOLADO;UNIDADE_DE_ATENCAO_A_SAUDE_INDIGENA;UNIDADE_DE_ATENCAO_EM_REGIME_RESIDENCIAL;UNIDADE_DE_VIGILANCIA_EM_SAUDE;UNIDADE_MISTA;UNIDADE_MOVEL_DE_NIVEL_PREHOSPITALAR_NA_AREA_DE_URGENCIA;UNIDADE_MOVEL_FLUVIAL;UNIDADE_MOVEL_TERRESTRE;QT_UNIDADES_BASICAS;QT_EXIST_LEITOS_rlEstabComplementar
1719004;1;17;19004;2866;539.9119999999998;5.308272459215576;0;-10.2746;-47.8033;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0.0
1720002;1;17;20002;2529;269.677;9.377885396233273;0;-6.4443800000000016;-47.6684;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0.0
1720101;1;17;20101;5324;1105.9;4.814178497151642;0;-6.0258;-47.9012;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0.0
1720150;1;17;20150;1585;1908.678;0.8304177027240844;0;-10.1615;-46.6618;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0.0
1720200;1;17;20200;12139;398.82;30.43729000551627;0;-5.56305;-47.5743;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0.0
1720259;1;17;20259;3082;1422.0320000000004;2.1673211292010306;0;-12.7458;-48.2352;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0.0
1720309;1;17;20309;4805;287.273;16.7262499434336;0;-5.26131;-48.2021;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0.0
1720499;1;17;20499;3960;2519.585;1.5716874009013388;0;-11.9743;-48.2353;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;5;0.0
1720655;1;17;20655;5403;1258.831;4.292077332064431;0;-11.1471;-48.1694;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;10;19.0
1720804;1;17;20804;9029;324.096;27.859029423380733;0;-5.6012;-47.6381;0;1;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;11;0.0
1720853;1;17;20853;1966;1025.519;1.9170780843650876;0;-11.993;-48.9685;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.0
1720903;1;17;20903;16683;2437.399;6.84459130409096;0;-12.4026;-46.437;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;8;48.0
1720937;1;17;20937;2148;1116.202;1.924382862600139;0;-12.1873;-46.9797;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0
1720978;1;17;20978;2793;2156.894;1.294917599103155;0;-12.7949;-49.0896;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0.0
1721000;1;17;21000;299127;2218.942;134.80613733932654;1;-10.24;-48.3558;0;2;1;0;2;1;0;2;2;0;0;53;205;199;1;2;4;16;0;1;0;0;13;0;2;1;2;0;0;2;1;91;1;0;6;0;6;0;7;623;1183.0
1721109;1;17;21109;7545;2601.603;2.9001350321321118;0;-9.5632;-48.3741;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;7;0;1;0;0;0;0;13;0.0
1721208;1;17;21208;22870;1077.073;21.233472568711683;0;-6.32447;-47.4224;0;1;0;0;0;0;0;0;1;0;0;5;0;4;0;1;0;1;0;0;0;0;0;1;0;4;1;0;0;0;0;5;5;0;0;0;0;0;0;29;40.0
1721257;1;17;21257;1891;712.206;2.6551306784834723;0;-8.971680000000003;-48.1883;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0.0
1721307;1;17;21307;2671;895.308;2.9833308760784;0;-8.393880000000001;-48.1277;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.0
1722081;1;17;22081;11683;1373.059;8.508738517427146;0;-6.85274;-47.9601;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0.0
1722107;1;17;22107;11540;1186.43;9.726658968502145;0;-6.4141;-48.532;0;1;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;1;14;28.0
2100055;2;21;55;112445;5806.439;19.365569844098943;0;-4.94714;-47.5004;0;1;0;0;0;0;0;0;1;0;0;28;11;37;0;0;0;4;0;0;0;0;8;0;1;0;1;0;0;0;0;16;0;0;3;0;3;0;0;114;246.0
2100105;2;21;105;6524;371.338;17.568899493184105;0;-4.13631;-43.3275;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;10;20.0
2100154;2;21;154;12571;443.267;28.359882418497204;0;-2.84048;-42.1189;0;1;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;15.0
2100204;2;21;204;22097;1168.246;18.914680640892414;0;-2.39574;-44.4062;0;1;0;0;0;0;1;0;1;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;1;25;24.0
2100303;2;21;303;26532;1942.121;13.66135271695224;0;-4.6262099999999995;-43.4689;0;1;0;0;0;0;0;0;1;0;0;4;0;0;0;1;0;2;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;1;0;0;20;77.0
2100402;2;21;402;8128;524.373;15.50041668812086;0;-4.16598;-45.4706;0;1;0;0;0;0;1;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;13;0.0
2100436;2;21;436;27053;383.30800000000005;70.57770774416394;0;-4.213;-44.44600000000001;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;15;64.0
2100477;2;21;477;31919;1876.032;17.014102104868147;0;-3.66689;-45.8421;0;1;0;0;0;0;2;0;1;0;0;21;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;28;36.0
2100501;2;21;501;11190;11132.176;1.0051943124147515;0;-9.102730000000001;-45.9303;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;2;0;0;0;0;1;2;0;4;0;0;0;0;0;0;0;0;2;0;1;0;0;16;54.0
2100550;2;21;550;6962;502.402;13.857428911509109;0;-1.67524;-46.0024;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.0
2100600;2;21;600;41435;7438.217;5.570555416708063;0;-5.56913;-46.7473;0;1;0;0;0;0;0;0;2;0;1;16;1;0;0;1;0;1;0;0;0;0;0;0;0;11;0;0;0;0;0;4;7;0;1;0;2;0;1;49;81.0
2100709;2;21;709;26803;942.568;28.43614466012001;0;-3.26269;-44.6126;0;1;0;0;0;0;0;0;1;0;0;14;2;0;0;1;0;1;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;26;27.0
2100808;2;21;808;15732;608.903;25.83662750881503;0;-3.6757699999999995;-43.1014;0;1;0;0;0;0;0;0;0;0;0;7;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;12;16.0
2100832;2;21;832;17239;340.288;50.66002915177732;0;-1.45862;-45.0864;0;1;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;16.0
2100873;2;21;873;15426;805.193;19.158139725506803;0;-2.94644;-45.6589;0;1;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;17.0
2100907;2;21;907;46440;1786.345;25.99721778267916;0;-2.89091;-41.905;0;1;0;0;0;0;0;0;0;0;0;16;2;1;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;26;119.0
2100956;2;21;956;32701;2976.039;10.988095250095848;0;-4.88347;-46.0032;0;1;0;0;0;0;0;0;1;0;0;10;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;1;0;0;0;0;20;58.0
2101004;2;21;1004;29848;1100.275;27.127763513667034;0;-3.45214;-44.7665;0;1;0;0;0;0;1;0;1;0;0;9;1;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;1;0;0;0;23;59.0
2101103;2;21;1103;12130;159.491;76.0544482133788;0;-2.8393900000000003;-44.062;0;1;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;1;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;16;25.0
2101202;2;21;1202;104949;1683.073;62.355584101224366;0;-4.224469999999998;-44.7832;0;1;0;0;1;1;0;0;1;0;0;25;21;5;0;1;1;3;0;0;1;0;3;0;0;1;0;0;0;0;1;10;0;0;2;0;9;0;0;87;561.0
2101251;2;21;1251;17055;542.962;31.41103797319149;0;-2.9645200000000003;-44.3164;0;1;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;17;0.0
2101301;2;21;1301;18582;881.431;21.081627489843218;0;-1.6965;-45.1328;0;1;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;13;23.0
2101350;2;21;1350;5644;412.639;13.677815233169913;0;-2.71;-44.7329;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;9;0.0
2101400;2;21;1400;94887;13141.757;7.220267426950598;0;-7.532139999999999;-46.0372;0;1;0;0;2;0;0;0;2;0;0;32;23;10;0;2;0;3;0;0;0;0;24;1;2;11;1;0;0;0;0;20;0;0;1;0;8;0;0;143;186.0
2101509;2;21;1509;18820;2208.324;8.522300169721472;0;-6.74463;-43.0261;0;1;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;3;0;0;1;0;0;0;0;21;31.0
2101608;2;21;1608;88212;5190.339;16.99542168632916;0;-5.49682;-45.2485;0;1;0;0;0;0;0;0;2;0;0;11;5;10;0;0;1;2;0;0;1;0;1;1;0;17;1;0;0;0;0;5;15;0;0;0;6;0;0;79;175.0
2101707;2;21;1707;62528;3047.05;20.5208316240298;0;-2.75863;-42.8232;0;2;0;0;0;0;3;0;1;0;0;24;3;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;38;116.0
2101731;2;21;1731;7469;569.428;13.116671466805284;0;-3.15485;-43.5122;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;7;12.0
2101772;2;21;1772;11209;147.954;75.76003352393313;0;-3.7261800000000003;-45.3075;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;12;16.0
2101806;2;21;1806;5632;1781.734;3.1609656660309566;0;-7.2103699999999975;-44.5577;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;20.0
2101905;2;21;1905;21280;790.225;26.929039197696856;0;-2.44162;-44.7842;0;1;0;0;0;0;0;0;1;0;0;9;0;0;0;0;0;1;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;21;18.0
2101939;2;21;1939;6043;247.221;24.443716350957235;0;-4.62666;-44.7608;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;11;15.0
2101970;2;21;1970;9287;404.239;22.974032688582746;0;-1.77614;-46.3002;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;16.0
2102002;2;21;2002;41630;6590.531;6.3166382192876425;0;-3.54129;-45.606;0;1;0;0;0;0;0;0;1;0;0;16;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;2;0;0;0;0;29;36.0
2102036;2;21;2036;34028;2679.074;12.701403544657595;0;-4.476380000000002;-46.8641;0;1;0;0;0;0;1;0;0;0;0;8;1;0;0;1;0;1;0;0;0;0;0;3;0;4;0;0;0;0;0;1;1;0;3;0;0;0;0;25;25.0
2102077;2;21;2077;16294;445.476;36.57660569817454;0;-4.37311;-45.0326;0;1;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;0.0
2102101;2;21;2101;36397;1074.236;33.88175410245048;0;-3.6779599999999997;-42.7527;0;1;0;0;0;0;0;0;0;0;0;10;1;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;20;37.0
2102150;2;21;2150;9188;986.036;9.318118202580838;0;-4.334;-45.581;0;1;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0.0
2102200;2;21;2200;28678;1473.964;19.456377496329626;0;-3.9416900000000004;-42.9179;0;1;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;2;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;2;0;1;0;1;25;77.0
2102309;2;21;2309;23884;1582.552;15.092079122834509;0;-5.83239;-43.8353;0;1;0;0;0;0;0;0;1;0;0;5;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;12;44.0
2102325;2;21;2325;72358;2544.857;28.43303179707151;0;-4.32375;-46.4409;0;1;0;0;0;0;1;0;1;0;1;19;1;4;0;1;0;1;0;0;0;0;1;0;0;4;0;0;0;0;0;2;0;0;3;0;3;0;0;43;86.0
2102358;2;21;2358;15430;818.424;18.853308309629238;0;-5.59823;-47.0131;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;14;0.0
2102374;2;21;2374;9431;864.808;10.905310774183402;0;-2.93074;-44.0528;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;0.0
2102408;2;21;2408;11177;545.244;20.49907931128082;0;-2.8732599999999997;-44.6741;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;8;19.0
2102507;2;21;2507;19379;662.066;29.270495690761948;0;-3.3274199999999996;-45.0145;0;1;0;0;0;0;1;0;1;0;0;5;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;13;20.0
2102556;2;21;2556;14374;615.384;23.35777335777336;0;-6.17075;-47.3625;0;2;0;0;0;0;1;0;1;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;11;21.0
2102606;2;21;2606;20178;1634.861;12.342333690754135;0;-1.43265;-45.7161;0;1;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;15;10.0
2102705;2;21;2705;21995;773.01;28.453706937814523;0;-3.6375699999999997;-44.383;0;1;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;1;0;0;1;1;0;0;0;17;59.0
2102754;2;21;2754;10934;590.529;18.515602112682014;0;-4.7236;-44.328;0;1;0;0;0;0;1;0;1;0;0;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;13;13.0
2102804;2;21;2804;24322;6441.603;3.775768236570928;0;-7.335839999999999;-47.4634;0;1;0;0;0;0;1;0;0;0;0;9;0;1;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;17;60.0
2102903;2;21;2903;23807;1260.977;18.879805103503077;0;-1.19696;-46.0085;0;1;0;0;0;0;0;0;0;0;0;8;2;0;0;2;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;19;39.0
2103000;2;21;3000;164880;5196.769;31.727406009387757;0;-4.86505;-43.3617;0;1;0;0;2;1;0;0;3;0;0;38;36;4;0;2;2;2;1;0;0;0;4;0;1;2;1;0;0;0;0;14;0;0;5;1;10;0;0;130;451.0
2103109;2;21;3109;10675;281.252;37.955285651302034;0;-2.00027;-44.5281;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;10;15.0
2103125;2;21;3125;8673;319.053;27.183571381557297;0;-2.1983099999999998;-44.8254;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;13;15.0
2103158;2;21;3158;13458;1167.848;11.523759941362233;0;-2.4489099999999997;-46.0345;0;1;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;8;0.0
2103174;2;21;3174;21622;8401.414;2.573614393957969;0;-2.12696;-46.1228;0;1;0;0;0;0;1;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;12;0.0
2103208;2;21;3208;79675;3247.385;24.535125955191642;0;-3.73875;-43.3538;0;1;0;0;0;0;0;0;1;1;0;25;4;15;0;1;0;3;0;0;1;0;1;1;0;9;1;0;0;0;0;7;0;0;0;0;0;0;0;71;174.0
2103257;2;21;3257;14697;1464.034;10.038701286991971;0;-5.17465;-47.7781;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;0;1;0;0;17;21.0
2103307;2;21;3307;122859;4361.344;28.16998613271505;0;-4.45562;-43.8924;0;1;0;0;0;1;1;0;2;0;0;23;10;6;0;1;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;17;0;0;2;0;7;0;1;77;156.0
2103406;2;21;3406;49435;975.543;50.674342391878156;0;-4.25245;-43.0108;0;1;0;0;0;0;0;0;2;0;0;10;11;1;0;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;2;0;1;0;0;35;192.0
2103505;2;21;3505;41178;1980.551;20.791183867519692;0;-6.03199;-44.2543;0;1;0;0;0;0;0;0;1;0;0;20;3;1;0;2;1;1;0;0;0;0;0;1;0;12;0;0;0;0;0;3;0;0;1;0;2;0;0;49;90.0
2103554;2;21;3554;16237;733.2280000000002;22.14454439819537;0;-3.8514199999999996;-44.8895;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;15.0
2103604;2;21;3604;65296;2263.772;28.843894173088106;0;-4.1344199999999995;-44.1244;0;1;0;0;1;1;0;0;1;0;0;17;7;2;0;2;0;2;0;0;0;0;0;1;2;0;1;0;0;0;0;4;0;0;1;0;5;0;0;48;210.0
2103703;2;21;3703;32695;1256.884;26.01274262382209;0;-1.81475;-44.8644;0;1;0;0;0;0;0;0;1;0;0;9;3;0;0;0;0;1;0;0;1;0;0;0;0;16;0;0;1;0;0;0;0;0;2;0;0;0;0;35;109.0
2103752;2;21;3752;12908;335.767;38.44332528211528;0;-5.54637;-47.4217;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;10;15.0
2103802;2;21;3802;23350;358.49300000000005;65.13376830230993;0;-5.03518;-44.4409;0;1;0;0;0;0;1;0;1;0;0;10;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;21;29.0
2103901;2;21;3901;11349;317.921;35.69754750393966;0;-4.15002;-42.9477;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;2;0;1;0;0;13;26.0
2104008;2;21;4008;17241;452.439;38.10679450710482;0;-4.87938;-44.6926;0;1;0;0;0;0;1;0;1;0;0;9;0;0;0;0;0;1;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;20;44.0
2104057;2;21;4057;41946;2718.978;15.427120042898474;0;-6.56077;-47.4431;0;1;0;0;0;0;0;0;1;0;0;11;4;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;2;0;1;0;0;28;64.0
2104073;2;21;4073;8504;1473.414;5.771629698102503;0;-6.96508;-46.6786;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;6;20.0
2104081;2;21;4081;10360;5086.589;2.0367283458522007;0;-6.16207;-44.8979;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;10;18.0
2104099;2;21;4099;19089;3690.61;5.172315687650551;0;-6.4401699999999975;-46.1916;0;1;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;2;1;0;0;1;16;13.0
2104107;2;21;4107;12631;1853.994;6.812859157041501;0;-6.95983;-46.1749;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;1;13;32.0
2104206;2;21;4206;15552;694.997;22.37707500895688;0;-5.72792;-44.1565;0;1;0;0;0;0;0;0;0;0;0;6;1;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;13;17.0
2104305;2;21;4305;11819;720.1289999999998;16.41233723402335;0;-1.40259;-45.7795;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;0.0
2104404;2;21;4404;17934;883.5880000000002;20.29678990660805;0;-5.1475;-44.3013;0;1;0;0;0;0;0;0;1;0;0;9;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;15;29.0
2104503;2;21;4503;10840;445.856;24.312782602454604;0;-5.02078;-44.2754;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;13;24.0
2104552;2;21;4552;18296;615.86;29.708050530964826;0;-5.7497300000000005;-47.3646;0;1;0;0;0;0;0;0;0;0;0;5;1;1;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;15;23.0
2104602;2;21;4602;16828;816.99;20.597559333651574;0;-5.318969999999998;-44.2469;0;1;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;14;30.0
2104628;2;21;4628;7807;373.164;20.921096354417895;0;-5.47835;-44.0774;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;9;20.0
